cid,firstlast,lastname,state,party,office,gender,first_elected,exit_code,comments,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate
N00031417,Will Hurd,HURD,TX,R,TX23,M,2014,0,,202-225-4511,,https://hurd.house.gov,,317 Cannon House Office Building,H001073,,H0TX23086,hurdonthehill,,HurdOnTheHill,1977-08-19
N00026710,Kenny Marchant,MARCHANT,TX,R,TX24,M,2004,0,,202-225-6605,202-225-0074,https://marchant.house.gov,https://marchant.house.gov/contact/contactform.htm,2369 Rayburn House Office Building,M001158,5549,H4TX24094,RepKenMarchant,https://youtube.com/RepKennyMarchant,RepKennyMarchant,1951-02-23
N00030602,Roger Williams,WILLIAMS,TX,R,TX25,M,2012,0,,202-225-9896,512-473-8946,http://williams.house.gov,https://williams.house.gov/contact/email-me,1323 Longworth House Office Building,W000816,50112,H2TX33040,RepRWilliams,,RepRogerWilliams,1949-09-13
N00025219,Michael Burgess,BURGESS,TX,R,TX26,M,2002,0,,202-225-7772,202-225-2919,http://burgess.house.gov,http://burgess.house.gov/contact/356345.htm,2336 Rayburn House Office Building,B001248,50120,H2TX26093,MichaelCBurgess,https://youtube.com/michaelcburgessmd,michaelcburgess,1950-12-23
N00031672,Blake Farenthold,FARENTHOLD RANDOLPH BLAKE,TX,R,TX27,M,2010,2,Resigned 4/6/2018,202-225-7742,202-226-1134,http://farenthold.house.gov,http://farentholdforms.house.gov/contact/email.htm,2331 Rayburn House Office Building,F000460,116919,H0TX27061,Farenthold,https://youtube.com/BlakeFarenthold,BlakeFarenthold,1961-12-12
N00041882,Michael Cloud,Cloud,TX,R,TX27,M,2018,0,,202-225-7742,,https://cloud.house.gov/,,1314 Longworth House Office Building,C001115,,,RepCloudTX,,,1975-05-13
N00024978,Henry Cuellar,CUELLAR,TX,D,TX28,M,2004,0,,202-225-1640,202-225-1641,http://cuellar.house.gov,https://cuellar.house.gov/forms/writeyourrep/default.aspx,2209 Rayburn House Office Building,C001063,5486,H2TX23082,RepCuellar,https://youtube.com/henrycuellar,152569121550,1955-09-19
N00005870,Gene Green,GREEN,TX,D,TX29,M,1992,4,Retiring at end of 115th,202-225-1688,202-225-9903,https://green.house.gov,https://green.house.gov/contact-me/email-me,2470 Rayburn House Office Building,G000410,27100,H2TX29030,RepGeneGreen,https://youtube.com/RepGeneGreen,RepGeneGreen,1947-10-17
N00008122,Eddie Bernice Johnson,JOHNSON,TX,D,TX30,F,1992,0,,202-225-8885,202-226-1477,http://ebjohnson.house.gov,https://ebjohnson.house.gov/contact/email-me,2468 Rayburn House Office Building,J000126,27098,H2TX00015,RepEBJ,https://youtube.com/RepEddieBJohnson,CongresswomanEBJtx30,1935-12-03
N00025095,John Carter,CARTER,TX,R,TX31,M,2002,0,,202-225-3864,202-225-5886,https://carter.house.gov,https://carter.house.gov/email-john2,2110 Rayburn House Office Building,C001051,49296,H2TX31044,JudgeCarter,https://youtube.com/repjohncarter,judgecarter,1941-11-06
N00005681,Pete Sessions,SESSIONS,TX,R,TX32,M,1996,21,Lost general election,202-225-2231,202-225-5878,https://sessions.house.gov,https://sessions.house.gov/index.cfm/contact-form,2233 Rayburn House Office Building,S000250,288,H2TX03126,PeteSessions,https://youtube.com/PeteSessions,petesessions,1955-03-22
N00033839,Marc Veasey,VEASEY,TX,D,TX33,M,2012,0,,202-225-9897,202-225-9702,http://veasey.house.gov,https://veaseyforms.house.gov/forms/writeyourrep/,1519 Longworth House Office Building,V000131,49671,H2TX33073,RepVeasey,https://youtube.com/marcveasey,CongressmanMarcVeasey,1971-01-03
N00034349,Filemon Vela,VELA,TX,D,TX34,M,2012,0,,202-225-9901,202-225-9770,https://vela.house.gov,https://forms.house.gov/vela/webforms/email-me.shtml,437 Cannon House Office Building,V000132,137719,H2TX27190,RepFilemonVela,,USCongressmanFilemonVela,1963-02-13
N00006023,Lloyd Doggett,DOGGETT,TX,D,TX35,M,1994,0,,202-225-4865,202-225-3073,https://doggett.house.gov,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,2307 Rayburn House Office Building,D000399,21689,H4TX10028,RepLloydDoggett,https://youtube.com/doggett,lloyddoggett,1946-10-06
N00005736,Brian Babin,BABIN,TX,R,TX36,M,2014,0,,202-225-1555,202-226-0396,http://babin.house.gov,,316 Cannon House Office Building,B001291,,H6TX02079,RepBrianBabin,,RepBrianBabin,1948-03-23
N00024852,John Cornyn,CORNYN,TX,R,TXS1,M,2002,0,,202-224-2934,202-228-2856,https://www.cornyn.senate.gov,https://www.cornyn.senate.gov/contact,517 Hart Senate Office Building,C001056,15375,S2TX00106,JohnCornyn,https://youtube.com/senjohncornyn,sen.johncornyn,1952-02-02
N00033085,Ted Cruz,CRUZ,TX,R,TXS2,M,2012,0,,202-224-5922,202-228-3398,https://www.cruz.senate.gov,http://www.cruz.senate.gov/?p=email_senator,404 Russell Senate Office Building,C001098,135705,S2TX00312,SenTedCruz,https://youtube.com/sentedcruz,SenatorTedCruz,1970-12-22
N00025292,Rob Bishop,BISHOP,UT,R,UT01,M,2002,0,,202-225-0453,202-225-5857,http://robbishop.house.gov,https://robbishop.house.gov/contact/contactform.htm,123 Cannon House Office Building,B001250,50544,H2UT01094,RepRobBishop,https://youtube.com/CongressmanBishop,RepRobBishop,1951-07-13
N00033932,Chris Stewart,STEWART,UT,R,UT02,M,2012,0,,202-225-9730,801-364-5551,http://stewart.house.gov,https://stewart.house.gov/contact/email-me,323 Cannon House Office Building,S001192,135930,H2UT02324,RepChrisStewart,https://youtube.com/repchrisstewart,RepChrisStewart,1960-07-15
N00041221,John Curtis,Curtis,UT,R,UT03,M,2017,0,,202-225-7751,,https://curtis.house.gov,,125 Cannon House Office Building,C001114,,,RepJohnCurtis,,RepJohnCurtis,1960-05-10
N00028958,Jason Chaffetz,CHAFFETZ,UT,R,UT03,M,2008,2,Resigned 6/30/17,202-225-7751,202-225-5629,https://chaffetz.house.gov,https://chaffetz.house.gov/contact-me/email-me,2236 Rayburn House Office Building,C001076,103482,H8UT03089,JasonInTheHouse,https://youtube.com/JasonChaffetz,CongressmanJasonChaffetz,1967-03-26
N00033842,Mia Love,LOVE,UT,R,UT04,F,2014,21,Lost general election,202-225-3011,202-225-5638,https://love.house.gov,,217 Cannon House Office Building,L000584,,H2UT04023,repmialove,,repmialove,1975-12-06
N00009869,Orrin G Hatch,HATCH,UT,R,UTS1,M,1976,4,Retiring at end of 115th,202-224-5251,202-224-6331,http://www.hatch.senate.gov,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,104 Hart Senate Office Building,H000338,53352,S6UT00063,SenOrrinHatch,https://youtube.com/SenatorOrrinHatch,senatororrinhatch,1934-03-22
N00031696,Mike Lee,LEE,UT,R,UTS2,M,2010,0,,202-224-5444,,https://www.lee.senate.gov/public,https://www.lee.senate.gov/public/index.cfm/contact,361a Russell Senate Office Building,L000577,66395,S0UT00165,SenMikeLee,https://youtube.com/senatormikelee,senatormikelee,1971-06-04
N00000515,Peter Welch,WELCH,VT,D,VT01,M,2006,0,,202-225-4115,202-225-6790,https://welch.house.gov,https://welch.house.gov/email-me,2303 Rayburn House Office Building,W000800,51272,H6VT00160,PeterWelch,https://youtube.com/reppeterwelch,PeterWelch,1947-05-02
N00000528,Bernie Sanders,SANDERS,VT,I,VTS1,M,2006,0,,202-224-5141,202-228-0776,https://www.sanders.senate.gov,http://www.sanders.senate.gov/contact/comment,332 Dirksen Senate Office Building,S000033,27110,H8VT01016,SenSanders,https://youtube.com/senatorsanders,senatorsanders,1941-09-08
N00009918,Patrick Leahy,LEAHY,VT,D,VTS2,M,1974,0,,202-224-4242,202-224-3479,https://www.leahy.senate.gov,https://www.leahy.senate.gov/contact/,437 Russell Senate Office Building,L000174,53353,S4VT00017,SenatorLeahy,https://youtube.com/SenatorPatrickLeahy,SenatorPatrickLeahy,1940-03-31
N00029459,Rob Wittman,WITTMAN,VA,R,VA01,M,2007,0,,202-225-4261,202-225-4382,http://wittman.house.gov,https://wittman.house.gov/contact-form/,2055 Rayburn House Office Building,W000804,58133,H8VA01147,RobWittman,https://youtube.com/RobWittman,RepRobWittman,1959-02-03
N00031263,Scott Taylor,TAYLOR,VA,R,VA02,M,2016,21,Lost general election,202-225-4215,,https://taylor.house.gov,,412 Cannon House Office Building,T000477,,,RepScottTaylor,,RepScottTaylor,1979-06-27
N00002147,Bobby Scott,SCOTT,VA,D,VA03,M,1992,0,,202-225-8351,202-225-8354,http://bobbyscott.house.gov,https://bobbyscott.house.gov/email-bobby-scott,1201 Longworth House Office Building,S000185,27117,H6VA01117,BobbyScott,https://youtube.com/repbobbyscott,RepBobbyScott,1947-04-30
N00039327,Donald McEachin,McEachin,VA,D,VA04,M,2016,0,,202-225-6365,,https://mceachin.house.gov,,314 Cannon House Office Building,M001200,,,RepMcEachin,,RepMcEachin,1961-10-10
N00038847,Tom Garrett,GARRETT,VA,R,VA05,M,2016,4,Retiring at end of 115th,202-225-4711,,https://tomgarrett.house.gov,,415 Cannon House Office Building,G000580,,,Rep_Tom_Garrett,,RepGarret,1972-03-27
N00009154,Bob Goodlatte,GOODLATTE,VA,R,VA06,M,1992,4,Retiring at end of 115th,202-225-5431,202-225-9681,https://goodlatte.house.gov,http://goodlatte.house.gov/contacts/new,2309 Rayburn House Office Building,G000289,27116,H2VA06115,RepGoodlatte,https://youtube.com/RepBobGoodlatte,BobGoodlatte,1952-09-22
N00036013,Dave Brat,BRAT,VA,R,VA07,M,2014,21,Lost general election,202-225-2815,,http://brat.house.gov,http://brat.house.gov/contact,1628 Longworth House Office Building,B001290,,H4VA07143,RepDaveBrat,,RepDaveBrat,1964-07-27
N00036018,Don Beyer,BEYER,VA,D,VA08,M,2014,0,,202-225-4376,202-225-0017,http://beyer.house.gov,,1119 Longworth House Office Building,B001292,,H4VA08224,repdonbeyer,,repdonbeyer,1950-06-20
N00032029,Morgan Griffith,GRIFFITH,VA,R,VA09,M,2010,0,,202-225-3861,202-225-0076,http://morgangriffith.house.gov,https://morgangriffith.house.gov/contact/contactform.htm,2202 Rayburn House Office Building,G000568,5148,H0VA09055,RepMGriffith,https://youtube.com/RepMorganGriffith,RepMorganGriffith,1958-03-15
N00036023,Barbara Comstock,COMSTOCK,VA,R,VA10,F,2014,21,Lost general election,202-225-5136,202-225-0437,https://comstock.house.gov,,229 Cannon House Office Building,C001105,,H4VA10089,RepComstock,,RepBarbaraComstock,1959-06-30
N00029891,Gerry Connolly,CONNOLLY,VA,D,VA11,M,2008,0,,202-225-1492,202-225-3071,https://connolly.house.gov,https://forms.house.gov/connolly/contact-form.shtml,2238 Rayburn House Office Building,C001078,95078,H8VA11062,GerryConnolly,https://youtube.com/repconnolly,CongressmanGerryConnolly,1950-03-30
N00033177,Tim Kaine,KAINE,VA,D,VAS1,M,2012,0,,202-224-4024,202-228-6363,https://www.kaine.senate.gov,https://www.kaine.senate.gov/contact,231 Russell Senate Office Building,K000384,50772,S2VA00142,SenKaineOffice,https://youtube.com/SenatorTimKaine,SenatorKaine,1958-02-26
N00002097,Mark Warner,WARNER,VA,D,VAS2,M,2008,0,,202-224-2023,202-224-6295,https://www.warner.senate.gov,http://www.warner.senate.gov/public/index.cfm?p=Contact,703 Hart Senate Office Building,W000805,535,S6VA00093,MarkWarner,https://youtube.com/SenatorMarkWarner,MarkRWarner,1954-12-15
N00030693,Suzan DelBene,DELBENE,WA,D,WA01,F,2012,0,,202-225-6311,202-226-1606,https://delbene.house.gov,http://delbene.house.gov/contact-me/email-me,2442 Rayburn House Office Building,D000617,126272,H0WA08046,RepDelBene,,RepDelBene,1962-02-17
N00009759,Rick Larsen,LARSEN,WA,D,WA02,M,2000,0,,202-225-2605,202-225-4420,http://larsen.house.gov,http://larsen.house.gov/contact-rick/email-rick,2113 Rayburn House Office Building,L000560,56231,H0WA02080,RepRickLarsen,https://youtube.com/congressmanlarsen,RepRickLarsen,1965-06-15
N00031559,Jaime Herrera Beutler,BEUTLER,WA,R,WA03,F,2010,0,,202-225-3536,202-225-3478,http://herrerabeutler.house.gov,http://herrerabeutler.house.gov/contact/,1107 Longworth House Office Building,H001056,101907,H0WA03187,HerreraBeutler,https://youtube.com/RepHerreraBeutler,herrerabeutler,1978-11-03
N00036403,Dan Newhouse,NEWHOUSE,WA,R,WA04,M,2014,0,,202-225-5816,202-225-3251,https://newhouse.house.gov,,1318 Longworth House Office Building,N000189,,H4WA04104,RepNewhouse,,RepNewhouse,1955-07-10
N00026314,Cathy McMorris Rodgers,RODGERS,WA,R,WA05,F,2004,0,,202-225-2006,202-225-3392,http://mcmorris.house.gov,https://mcmorrisforms.house.gov/write-to-cathy1,1314 Longworth House Office Building,M001159,3217,H4WA05077,CathyMcMorris,https://youtube.com/mcmorrisrodgers,mcmorrisrodgers,1969-05-22
N00034453,Derek Kilmer,KILMER,WA,D,WA06,M,2012,0,,202-225-5916,,https://kilmer.house.gov,https://kilmer.house.gov/contact/email-me,1520 Longworth House Office Building,K000381,51516,H2WA06129,RepDerekKilmer,,derek.kilmer,1974-01-01
N00038858,Pramila Jayapal,JAYAPAL,WA,D,WA07,F,2016,0,,202-225-3106,,https://jayapal.house.gov,,319 Cannon House Office Building,J000298,,,RepJayapal,,RepJayapal,1965-09-21
N00026885,Dave Reichert,REICHERT,WA,R,WA08,M,2004,4,Retiring at end of 115th,202-225-7761,202-225-4282,http://reichert.house.gov,https://reichert.house.gov/contact-me,1127 Longworth House Office Building,R000578,51346,H4WA08071,DaveReichert,https://youtube.com/repdavereichert,repdavereichert,1950-08-29
N00007833,Adam Smith,SMITH,WA,D,WA09,M,1996,0,,202-225-8901,202-225-5893,https://adamsmith.house.gov,https://adamsmith.house.gov/contact/contactform.htm,2264 Rayburn House Office Building,S000510,845,H6WA09025,RepAdamSmith,https://youtube.com/CongressmanAdamSmith,RepAdamSmith,1965-06-15
N00031557,Dennis Heck,HECK,WA,D,WA10,M,2012,0,,202-225-9740,202-225-0129,http://dennyheck.house.gov,https://dennyheck.house.gov/contact/email-me,425 Cannon House Office Building,H001064,126058,H0WA03161,RepDennyHeck,https://youtube.com/RepDennyHeck,CongressmanDennyHeck,1952-07-29
N00007836,Maria Cantwell,CANTWELL,WA,D,WAS1,F,2000,0,,202-224-3441,202-228-0514,https://www.cantwell.senate.gov,http://www.cantwell.senate.gov/public/index.cfm/email-maria,511 Hart Senate Office Building,C000127,27122,S8WA00194,SenatorCantwell,https://youtube.com/SenatorCantwell,senatorcantwell,1958-10-13
N00007876,Patty Murray,MURRAY,WA,D,WAS2,F,1992,0,,202-224-2621,202-224-0238,https://www.murray.senate.gov/public,http://www.murray.senate.gov/public/index.cfm/contactme,154 Russell Senate Office Building,M001111,53358,S2WA00189,PattyMurray,https://youtube.com/SenatorPattyMurray,pattymurray,1950-10-11
N00031681,David McKinley,MCKINLEY,WV,R,WV01,M,2010,0,,202-225-4172,202-225-7564,https://mckinley.house.gov,https://mckinleyforms.house.gov/email-me,2239 Rayburn House Office Building,M001180,117396,H0WV01072,RepMcKinley,https://youtube.com/RepDavidMcKinley,RepMcKinley,1947-03-28
N00033814,Alex Mooney,MOONEY,WV,R,WV02,M,2014,0,,202-225-2711,202-225-7856,https://mooney.house.gov,,1232 Longworth House Office Building,M001195,,H4WV02080,RepAlexMooney,,CongressmanAlexMooney,1971-06-05
N00035531,Evan Jenkins,JENKINS,WV,R,WV03,M,2014,20,Lost Senate primary,202-225-3452,202-225-9061,https://evanjenkins.house.gov,,1609 Longworth House Office Building,J000297,,H4WV03070,RepEvanJenkins,,RepEvanJenkins,1960-09-12
N00032838,Joe Manchin,MANCHIN,WV,D,WVS1,M,2010,0,,202-224-3954,202-228-0002,https://www.manchin.senate.gov/public,http://www.manchin.senate.gov/public/index.cfm/contact-form,306 Hart Senate Office Building,M001183,7547,S0WV00090,Sen_JoeManchin,https://youtube.com/SenatorJoeManchin,JoeManchinIII,1947-08-24
N00009771,Shelley Moore Capito,CAPITO,WV,R,WVS2,F,2014,0,,202-224-6472,202-225-7856,https://www.capito.senate.gov,https://www.capito.senate.gov/contact/contact-shelley,172 Russell Senate Office Building,C001047,11701,H0WV02138,SenCapito,https://youtube.com/UCbiXdR4XQ3vD9Xp5lfR9QXw,senshelley,1953-11-26
N00004357,Paul Ryan,RYAN,WI,R,WI01,M,1998,4,Retiring at end of 115th,202-225-3031,202-225-3393,http://paulryan.house.gov,https://paulryan.house.gov/contact/email.htm#.U032ra1dU_d,1233 Longworth House Office Building,R000570,26344,H8WI01024,SpeakerRyan,https://youtube.com/reppaulryan,speakerryan,1970-01-29
N00033549,Mark Pocan,POCAN,WI,D,WI02,M,2012,0,,202-225-2906,202-225-6942,http://pocan.house.gov,https://pocan.house.gov/contact/email-me,1421 Longworth House Office Building,P000607,26238,H2WI02124,RepMarkPocan,https://youtube.com/repmarkpocan,repmarkpocan,1964-08-14
N00004403,Ron Kind,KIND,WI,D,WI03,M,1996,0,,202-225-5506,202-225-5739,https://kind.house.gov,https://kindforms.house.gov/email-ron,1502 Longworth House Office Building,K000188,630,H6WI03099,RepRonKind,https://youtube.com/RepRonKind,repronkind,1963-03-16
N00026914,Gwen Moore,MOORE,WI,D,WI04,F,2004,0,,202-225-4572,202-225-8135,https://gwenmoore.house.gov,https://gwenmoore.house.gov/contact-form,2252 Rayburn House Office Building,M001160,3457,H4WI04183,RepGwenMoore,https://youtube.com/RepGwenMoore,GwenSMoore,1951-04-18
N00004291,Jim Sensenbrenner,SENSENBRENNER,WI,R,WI05,M,1978,0,,202-225-5101,202-225-3190,http://sensenbrenner.house.gov,http://sensenbrenner.house.gov/contact/email.htm,2449 Rayburn House Office Building,S000244,27142,H8WI09050,JimPressOffice,https://youtube.com/RepSensenbrenner,RepSensenbrenner,1943-06-14
N00036409,Glenn S Grothman,GROTHMAN,WI,R,WI06,M,2014,0,,202-225-2476,202-225-2356,http://grothman.house.gov,,1217 Longworth House Office Building,G000576,,H4WI06048,RepGrothman,,RepGrothman,1955-07-03
N00030967,Sean P Duffy,DUFFY,WI,R,WI07,M,2010,0,,202-225-3365,202-225-3240,https://duffy.house.gov,http://duffy.house.gov/contact,2330 Rayburn House Office Building,D000614,126238,H0WI07051,RepSeanDuffy,https://youtube.com/RepSeanDuffy,RepSeanDuffy,1971-10-03
N00039330,Mike Gallagher,Gallagher,WI,R,WI08,M,2016,0,,202-225-5665,,https://gallagher.house.gov,,1007 Longworth House Office Building,G000579,,,RepGallagher,,RepMikeGallagher,1984-03-03
N00004367,Tammy Baldwin,BALDWIN,WI,D,WIS1,F,2012,0,,202-224-5653,202-225-6942,https://www.baldwin.senate.gov,https://www.baldwin.senate.gov/feedback,709 Hart,B001230,3470,H8WI00018,SenatorBaldwin,https://youtube.com/witammybaldwin,TammyBaldwin,1962-02-11
N00032546,Ron Johnson,JOHNSON,WI,R,WIS2,M,2010,0,,202-224-5323,920-230-7262,https://www.ronjohnson.senate.gov,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,328 Hart Senate Office Building,J000293,126217,S0WI00197,SenRonJohnson,https://youtube.com/SenatorRonJohnson,senronjohnson,1955-04-08
N00035504,Liz Cheney,CHENEY,WY,R,WY01,F,2016,0,,202-225-2311,,https://cheney.house.gov,,416 Cannon House Office Building,C001109,,,RepLizCheney,,replizcheney,1966-07-28
N00006236,John A Barrasso,BARRASSO,WY,R,WYS1,M,2007,0,,202-224-6441,202-224-1724,https://www.barrasso.senate.gov,https://www.barrasso.senate.gov/public/index.cfm/contact-form,307 Dirksen Senate Office Building,B001261,52662,S6WY00068,SenJohnBarrasso,https://youtube.com/barrassowyo,johnbarrasso,1952-07-21
N00006249,Mike Enzi,ENZI,WY,R,WYS2,M,1996,0,,202-224-3424,202-228-0359,https://www.enzi.senate.gov,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,379a Russell Senate Office Building,E000285,558,S6WY00126,SenatorEnzi,https://youtube.com/senatorenzi,mikeenzi,1944-02-01
